nam_hoc,mean,median,mode,std,min,max
2018,12.05505335438798,12.0,11.75,2.5050407379362944,0.75,24.25
2019,12.424619282868525,12.5,12.75,2.529281592364271,4.25,23.75
2020,12.5,12.5,12.5,,12.5,12.5
2025,16.727959497772375,16.75,17.1,2.9739047704294483,5.9,27.25
