nam_hoc,mean,median,mode,std,min,max
2018,29.160093699515343,29.65,29.35,6.5159878341246324,0.25,51.3
2019,30.50122634898388,30.95,31.35,6.616614164816868,5.550000000000001,62.8
2021,35.4250432868672,35.95,37.7,7.357869757444238,5.4,54.45
2022,34.865602382043065,35.45,36.85,6.8024117676407085,7.15,54.15
2023,35.242152777777775,36.25,36.25,7.313453049659517,3.0,55.1
2024,37.04131386861314,38.0,38.6,7.065438955925009,5.0,55.75
2025,24.004458547123956,24.25,26.75,4.258495262560755,7.4,37.5
