nam_hoc,mean,median,mode,std,min,max
2018,28.752328148148152,29.15,25.85,7.205785351953855,0.0,62.95
2019,31.43533354586754,32.05,30.35,7.809183305109653,0.0,65.8
2021,35.07566259839676,36.4,35.75,8.880861875297063,2.0,55.849999999999994
2022,34.58819251336899,35.8,36.9,8.540363191497477,4.45,56.35
2023,35.08703457354674,36.65,39.8,8.870295361822471,3.6,54.900000000000006
2024,36.798328468167924,38.25,43.55,8.462938235436704,4.1,55.6
2025,23.773401837359646,24.0,26.25,4.770649182166996,4.75,43.4
