nam_hoc,mean,median,mode,std,min,max
2018,30.333442571785273,31.6,31.25,7.9448887431686295,0.0,58.9
2019,33.39141244831825,34.7,34.65,8.003965598671828,0.0,72.3
2021,38.61202262443439,41.35,44.1,9.79728211471941,5.5,56.15
2022,39.50160460908484,41.55,44.15,8.705433773620316,6.0,56.85
2023,39.63747187471875,41.85,41.45,8.946392985018639,6.75,56.75
2024,41.56320112349987,44.05,45.8,8.717414652571463,7.5,57.85
2025,25.41229072443069,25.75,27.5,4.654048125607024,1.75,42.25
