nam_hoc,mean,median,mode,std,min,max
2018,13.41909110514713,13.25,13.25,2.78574374300857,0.75,24.5
2019,14.152653412349455,14.25,14.0,2.7758411902212,4.25,25.5
2020,14.75,14.75,14.75,,14.75,14.75
2025,17.591746148202493,17.7,16.6,3.1926314580831137,7.35,26.5
