nam_hoc,mean,median,mode,std,min,max
2018,30.014519912969444,30.45,30.5,6.250420381991426,0.0,52.7
2019,32.395542145220944,33.25,34.55,6.906054374058226,0.0,58.45
2021,37.67071863688532,39.45,43.45,8.324764193845189,3.75,55.5
2022,37.14772344340079,38.3,39.3,7.297747265020708,8.15,55.75
2023,37.70231803341655,39.2,43.9,7.6915469661078095,5.0,54.15
2024,38.758161825345915,40.45,41.4,7.561492548962696,4.75,55.85
2025,23.650125096392767,23.85,26.75,4.135578425471704,4.5,43.8
