nam_hoc,mean,median,mode,std,min,max
2018,26.278072267057965,27.25,27.15,7.931336698402849,2.0,56.35
2019,28.94591527987897,29.674999999999997,29.1,7.780239172131618,6.9,50.15
2021,33.67789566049777,34.85,34.9,8.625015337456961,5.7,54.85
2022,34.09589895524715,35.1,34.75,7.847613557238257,4.25,55.35
2023,33.672196331930245,34.35,34.1,7.585590901614469,8.0,53.05
2024,34.28183203991131,35.4,37.55,7.930819976503908,4.0,54.65
2025,22.996375280602138,23.0,26.0,4.644708163049214,5.1,41.85
