nam_hoc,mean,median,mode,std,min,max
2023,35.16979611969747,35.85,38.3,7.436940032769488,1.4,54.05
2024,35.8651001908397,36.65,38.85,7.436506956526774,3.0,53.35
2025,22.380492063492063,22.5,24.75,4.550161979475795,2.35,45.7
