nam_hoc,mean,median,mode,std,min,max
2023,39.02011631506789,41.1,40.55,9.10514871912803,4.5,56.05
2024,40.87694386775824,42.75,43.2,8.74774323800668,4.0,56.8
2025,25.18393913342503,25.5,27.25,4.712192459216554,3.25,49.8
