khoi,nam_hoc,tong_diem,so_hoc_sinh
Y07,2025,8.95,1
Y07,2025,12.25,1
Y07,2025,12.45,1
Y07,2025,12.8,1
Y07,2025,13.35,1
Y07,2025,13.7,1
Y07,2025,14.35,1
Y07,2025,14.45,1
Y07,2025,14.6,2
Y07,2025,14.7,1
Y07,2025,14.75,2
Y07,2025,15.2,2
Y07,2025,15.25,1
Y07,2025,15.5,1
Y07,2025,15.6,1
Y07,2025,15.7,1
Y07,2025,15.75,2
Y07,2025,15.85,1
Y07,2025,16.0,4
Y07,2025,16.1,2
Y07,2025,16.25,2
Y07,2025,16.3,1
Y07,2025,16.35,3
Y07,2025,16.5,3
Y07,2025,16.6,3
Y07,2025,16.7,2
Y07,2025,16.75,2
Y07,2025,16.8,1
Y07,2025,16.85,4
Y07,2025,16.95,2
Y07,2025,17.0,3
Y07,2025,17.1,1
Y07,2025,17.2,1
Y07,2025,17.35,3
Y07,2025,17.5,3
Y07,2025,17.75,6
Y07,2025,17.85,2
Y07,2025,18.0,10
Y07,2025,18.1,6
Y07,2025,18.2,1
Y07,2025,18.25,2
Y07,2025,18.35,1
Y07,2025,18.5,12
Y07,2025,18.6,10
Y07,2025,18.75,11
Y07,2025,18.85,3
Y07,2025,18.95,2
Y07,2025,19.0,8
Y07,2025,19.05,1
Y07,2025,19.1,6
Y07,2025,19.25,7
Y07,2025,19.35,8
Y07,2025,19.5,2
Y07,2025,19.6,4
Y07,2025,19.7,1
Y07,2025,19.75,12
Y07,2025,19.85,5
Y07,2025,19.95,1
Y07,2025,20.0,10
Y07,2025,20.1,5
Y07,2025,20.2,1
Y07,2025,20.25,12
Y07,2025,20.35,3
Y07,2025,20.45,1
Y07,2025,20.5,11
Y07,2025,20.6,4
Y07,2025,20.7,1
Y07,2025,20.75,8
Y07,2025,20.85,7
Y07,2025,21.0,14
Y07,2025,21.1,2
Y07,2025,21.2,1
Y07,2025,21.25,7
Y07,2025,21.35,6
Y07,2025,21.45,2
Y07,2025,21.5,17
Y07,2025,21.6,5
Y07,2025,21.7,2
Y07,2025,21.75,13
Y07,2025,21.85,5
Y07,2025,22.0,17
Y07,2025,22.1,5
Y07,2025,22.25,11
Y07,2025,22.35,4
Y07,2025,22.5,13
Y07,2025,22.7,1
Y07,2025,22.75,13
Y07,2025,22.8,1
Y07,2025,22.85,5
Y07,2025,23.0,10
Y07,2025,23.1,4
Y07,2025,23.2,1
Y07,2025,23.25,15
Y07,2025,23.35,1
Y07,2025,23.5,8
Y07,2025,23.6,1
Y07,2025,23.75,10
Y07,2025,23.85,2
Y07,2025,23.95,1
Y07,2025,24.0,6
Y07,2025,24.2,1
Y07,2025,24.25,8
Y07,2025,24.5,2
Y07,2025,24.6,1
Y07,2025,24.75,6
Y07,2025,24.85,1
Y07,2025,25.0,1
Y07,2025,25.5,2
Y07,2025,25.6,1
Y07,2025,26.0,2
Y07,2025,26.5,1
