nam_hoc,mean,median,mode,std,min,max
2023,29.91041999361227,29.7,23.9,8.112474472639335,5.05,52.95
2024,32.269385838150285,32.65,34.4,8.049839035463098,4.5,53.5
2025,21.01970327604726,20.85,21.6,4.8110215861145225,5.5,43.65
