nam_hoc,mean,median,mode,std,min,max
2023,39.24709290255611,39.95,37.65,6.554968015608665,6.2,54.95
2024,39.95519142137283,40.9,42.1,6.829695614348856,5.4,56.7
2025,24.618342924948085,24.75,26.75,4.132133936132544,6.5,47.85
