nam_hoc,mean,median,mode,std,min,max
2018,26.843647628542943,26.85,25.9,7.634432997380107,4.6,62.6
2019,28.89078872437358,29.3,28.15,8.099874345137405,0.0,64.15
2022,34.6833685387674,36.05,38.7,8.923215187243713,1.25,55.150000000000006
2023,33.79786923170583,34.85,34.95,8.861305682372025,6.0,55.6
2024,35.53769195349373,37.05,38.1,9.067967284500345,2.4,55.65
2025,23.205797951781523,23.299999999999997,25.75,4.931093063289107,3.7,41.85
