nam_hoc,mean,median,mode,std,min,max
2023,34.75695192706175,35.9,35.35,8.5271069265067,2.0,54.55
2024,36.54022701822254,37.9,38.75,8.54471280146229,1.8,55.4
2025,23.22692767758557,23.25,26.25,4.84663035659686,4.0,45.05
