nam_hoc,mean,median,mode,std,min,max
2018,28.35662203581223,29.35,28.5,7.624998274593194,5.75,52.1
2019,31.533607767613542,32.25,34.35,7.34670864270525,4.0,60.25
2021,36.49279088800982,38.05,41.0,8.887551507620339,6.25,56.25
2022,37.151121599111605,38.85,43.7,8.246153025791152,5.5,53.400000000000006
2023,36.243112954690496,38.0,39.05,8.68911147382892,7.0,54.8
2024,37.53749042604117,39.2,41.15,8.372890597447237,5.25,54.2
2025,23.80031837444312,24.03,27.0,4.73578451167373,0.0,39.0
