nam_hoc,mean,median,mode,std,min,max
2023,38.48527543475997,40.85,42.15,9.16571096778291,2.4,55.35
2024,39.19889690506064,41.8,44.2,9.423393533808285,3.0,56.85
2025,25.382006338839794,26.0,28.5,5.014440020615633,4.75,41.15
