nam_hoc,mean,median,mode,std,min,max
2023,34.487045238418695,35.129999999999995,33.55,7.283132575568461,5.4,55.2
2024,35.68530660070303,36.4,36.3,7.221818129580596,2.2,53.35
2025,23.29648943661972,23.299999999999997,25.25,4.357306133259664,3.75,47.1
