nam_hoc,mean,median,mode,std,min,max
2023,37.178705274521896,38.15,38.5,7.4561370886981395,3.75,54.5
2024,38.84355252857367,39.8,41.55,7.243333045450587,5.0,55.7
2025,24.9668161209068,25.0,25.0,4.585042700385452,5.0,48.05
