khoi,nam_hoc,tong_diem,so_hoc_sinh
C14,2023,4.0,2
C14,2023,4.3,1
C14,2023,4.4,1
C14,2023,4.5,1
C14,2023,4.65,1
C14,2023,4.8,1
C14,2023,5.25,1
C14,2023,5.5,1
C14,2023,5.65,1
C14,2023,5.7,1
C14,2023,5.75,2
C14,2023,5.8,2
C14,2023,5.95,2
C14,2023,6.0,1
C14,2023,6.05,2
C14,2023,6.15,3
C14,2023,6.25,1
C14,2023,6.3,1
C14,2023,6.4,1
C14,2023,6.45,1
C14,2023,6.5,3
C14,2023,6.55,4
C14,2023,6.6,5
C14,2023,6.65,4
C14,2023,6.7,3
C14,2023,6.8,2
C14,2023,6.85,3
C14,2023,6.9,2
C14,2023,6.95,5
C14,2023,7.0,3
C14,2023,7.05,8
C14,2023,7.1,2
C14,2023,7.15,2
C14,2023,7.2,4
C14,2023,7.25,4
C14,2023,7.3,3
C14,2023,7.35,5
C14,2023,7.4,5
C14,2023,7.45,3
C14,2023,7.5,2
C14,2023,7.55,5
C14,2023,7.6,3
C14,2023,7.65,4
C14,2023,7.7,11
C14,2023,7.75,5
C14,2023,7.8,7
C14,2023,7.85,8
C14,2023,7.9,3
C14,2023,7.95,4
C14,2023,8.0,7
C14,2023,8.05,8
C14,2023,8.1,9
C14,2023,8.15,13
C14,2023,8.2,11
C14,2023,8.25,9
C14,2023,8.280000000000001,1
C14,2023,8.3,7
C14,2023,8.35,12
C14,2023,8.4,14
C14,2023,8.45,9
C14,2023,8.5,11
C14,2023,8.55,18
C14,2023,8.6,11
C14,2023,8.620000000000001,1
C14,2023,8.65,5
C14,2023,8.7,7
C14,2023,8.75,13
C14,2023,8.8,17
C14,2023,8.85,14
C14,2023,8.879999999999999,1
C14,2023,8.9,18
C14,2023,8.95,18
C14,2023,9.0,21
C14,2023,9.05,19
C14,2023,9.1,18
C14,2023,9.15,21
C14,2023,9.2,12
C14,2023,9.25,19
C14,2023,9.280000000000001,1
C14,2023,9.3,22
C14,2023,9.35,28
C14,2023,9.4,22
C14,2023,9.45,22
C14,2023,9.5,27
C14,2023,9.55,22
C14,2023,9.6,31
C14,2023,9.65,38
C14,2023,9.7,30
C14,2023,9.75,30
C14,2023,9.8,35
C14,2023,9.85,36
C14,2023,9.9,32
C14,2023,9.95,37
C14,2023,10.0,39
C14,2023,10.05,44
C14,2023,10.1,38
C14,2023,10.15,48
C14,2023,10.2,43
C14,2023,10.25,68
C14,2023,10.3,46
C14,2023,10.33,1
C14,2023,10.35,51
C14,2023,10.4,60
C14,2023,10.45,45
C14,2023,10.48,1
C14,2023,10.5,47
C14,2023,10.55,67
C14,2023,10.57,1
C14,2023,10.6,68
C14,2023,10.620000000000001,1
C14,2023,10.65,58
C14,2023,10.67,1
C14,2023,10.68,1
C14,2023,10.7,56
C14,2023,10.75,55
C14,2023,10.8,80
C14,2023,10.85,66
