nam_hoc,mean,median,mode,std,min,max
2023,34.045064035998614,35.35,36.85,8.611237854503031,0.0,55.1
2024,34.79714240705734,36.375,38.45,8.934858247035645,5.25,55.7
2025,23.592535928143715,23.75,27.0,4.730337017179982,6.25,42.75
