nam_hoc,mean,median,mode,std,min,max
2018,30.24864970979857,30.799999999999997,29.25,6.28595354371709,0.0,61.8
2019,32.95451079467156,33.6,32.8,6.691538512376832,0.0,63.1
2021,37.76481638418079,38.85,39.4,7.675522399975298,0.75,55.8
2022,36.76637070794374,37.5,37.85,6.96696790529532,2.25,53.8
2023,37.257094236760125,38.2,34.85,7.018823427243718,2.25,55.05
2024,38.37391837356278,39.4,38.5,7.1626009811057285,4.5,55.05
2025,23.85431809791036,24.0,26.25,4.044591401367962,4.5,41.55
