khoi,nam_hoc,tong_diem,so_hoc_sinh
A01,2023,5.05,1
A01,2023,5.95,1
A01,2023,6.15,1
A01,2023,6.199999999999999,1
A01,2023,6.25,1
A01,2023,6.3,1
A01,2023,6.4,2
A01,2023,6.65,2
A01,2023,6.7,1
A01,2023,6.800000000000001,1
A01,2023,6.85,3
A01,2023,6.8500000000000005,1
A01,2023,6.95,2
A01,2023,7.0,1
A01,2023,7.050000000000001,1
A01,2023,7.1,3
A01,2023,7.199999999999999,1
A01,2023,7.2,1
A01,2023,7.3,2
A01,2023,7.300000000000001,1
A01,2023,7.35,3
A01,2023,7.4,4
A01,2023,7.45,2
A01,2023,7.5,2
A01,2023,7.55,2
A01,2023,7.6,6
A01,2023,7.65,2
A01,2023,7.699999999999999,1
A01,2023,7.7,2
A01,2023,7.75,2
A01,2023,7.8,5
A01,2023,7.800000000000001,3
A01,2023,7.85,5
A01,2023,7.8999999999999995,1
A01,2023,7.9,1
A01,2023,7.949999999999999,2
A01,2023,7.95,1
A01,2023,8.0,1
A01,2023,8.05,5
A01,2023,8.1,6
A01,2023,8.100000000000001,3
A01,2023,8.149999999999999,1
A01,2023,8.15,8
A01,2023,8.2,5
A01,2023,8.200000000000001,1
A01,2023,8.25,3
A01,2023,8.3,3
A01,2023,8.35,1
A01,2023,8.4,4
A01,2023,8.45,14
A01,2023,8.5,8
A01,2023,8.55,10
A01,2023,8.6,6
A01,2023,8.600000000000001,1
A01,2023,8.649999999999999,1
A01,2023,8.65,10
A01,2023,8.7,13
A01,2023,8.75,13
A01,2023,8.8,7
A01,2023,8.85,7
A01,2023,8.850000000000001,1
A01,2023,8.899999999999999,3
A01,2023,8.9,19
A01,2023,8.95,15
A01,2023,8.950000000000001,1
A01,2023,9.0,9
A01,2023,9.05,15
A01,2023,9.1,9
A01,2023,9.100000000000001,5
A01,2023,9.149999999999999,3
A01,2023,9.15,9
A01,2023,9.2,13
A01,2023,9.25,15
A01,2023,9.3,19
A01,2023,9.35,15
A01,2023,9.350000000000001,3
A01,2023,9.399999999999999,3
A01,2023,9.4,20
A01,2023,9.45,19
A01,2023,9.450000000000001,2
A01,2023,9.5,11
A01,2023,9.55,17
A01,2023,9.6,19
A01,2023,9.600000000000001,3
A01,2023,9.649999999999999,3
A01,2023,9.65,25
A01,2023,9.7,22
A01,2023,9.700000000000001,2
A01,2023,9.75,24
A01,2023,9.8,20
A01,2023,9.85,30
A01,2023,9.850000000000001,7
A01,2023,9.899999999999999,6
A01,2023,9.9,30
