nam_hoc,mean,median,mode,std,min,max
2023,37.96252819573812,39.85,42.8,8.621425060680385,0.75,56.3
2024,39.59834844674744,41.45,43.45,8.492610475398743,2.5,57.0
2025,25.0247518040171,25.25,27.25,4.615578274757411,0.75,48.25
