nam_hoc,mean,median,mode,std,min,max
2023,35.51582564488797,36.25,37.75,7.140487582368094,5.2,54.8
2024,36.990905667482586,37.8,39.05,7.121356918849213,3.0,54.8
2025,23.530649926144758,23.6,25.0,4.495192953816688,0.5,47.8
