nam_hoc,mean,median,mode,std,min,max
2018,29.02203836294529,30.35,29.85,7.611162657172113,0.0,62.45
2019,32.809579878385854,34.25,34.2,7.84430927206438,4.7,63.8
2021,39.29189629971536,41.8,44.3,8.96820434018207,4.25,57.0
2022,39.036788309760105,41.15,43.2,8.242817607279187,5.25,55.55
2023,39.697297945930686,42.1,42.9,8.41188910230479,3.75,55.05
2024,40.463720716582465,42.75,45.7,8.178302659478682,4.2,55.7
2025,25.80548548254379,25.85,26.5,3.898453443954737,6.25,48.55
