nam_hoc,mean,median,mode,std,min,max
2018,3.787887827634912,3.5,3.25,1.2436095672278253,0.0,10.0
2019,4.301744267437148,4.0,3.75,1.436362027035482,0.0,10.0
2020,5.181097328261057,5.0,4.5,1.5989868791312014,0.0,10.0
2021,4.982117492275217,4.75,4.25,1.7679965732423601,0.0,10.0
2022,6.343929542705204,6.5,7.0,1.6128785745691276,0.0,10.0
2023,6.025629273374527,6.0,5.75,1.5529305942496912,0.0,10.0
2024,6.570343054654821,6.5,6.75,1.4628042098598246,0.0,10.0
2025,6.514921288863308,6.5,7.25,1.6443165014398151,0.0,10.0
