nam_hoc,mean,median,mode,std,min,max
2023,34.41009279475983,34.9,32.65,7.284795156024571,7.85,53.2
2024,37.97550588478215,38.9,40.0,7.060694728104755,6.0,55.0
2025,23.50211930774437,23.6,25.0,4.220538591369019,4.0,46.8
