nam_hoc,mean,median,mode,std,min,max
2018,28.462280323450138,28.8,28.6,6.485375389884567,2.8,51.45
2019,31.28286344560422,31.55,33.1,6.386824397373008,4.3,61.0
2021,36.92436595198827,37.4,38.0,6.978736268605678,1.25,55.3
2022,35.96689300411522,36.35,37.15,6.494610619003267,4.4,54.1
2023,36.5649004719885,37.05,36.9,6.432683048384285,6.0,53.55
2024,37.23208747906611,37.900000000000006,40.0,6.84976050256463,6.25,55.3
2025,23.771189725101394,23.85,25.5,4.22507190931355,4.7,48.35
