nam_hoc,mean,median,mode,std,min,max
2018,28.531891574518056,29.200000000000003,29.6,7.112292843153659,0.0,54.05
2019,31.582022460333814,32.15,32.25,7.501896860585516,0.0,59.8
2021,36.171694653541785,37.075,36.4,8.314214533480763,3.75,56.400000000000006
2022,34.48658194729957,35.3,33.4,8.117812589713976,4.2,55.0
2023,36.84521120293847,37.75,40.85,7.602998286991212,4.6,55.2
2024,38.55506900212314,39.7,39.35,7.650947414045785,3.8,57.150000000000006
2025,24.16434578283453,24.5,27.5,4.544741062518877,2.4,37.75
