khoi,nam_hoc,tong_diem,so_hoc_sinh
B04,2018,0.0,7
B04,2018,3.8,1
B04,2018,5.05,1
B04,2018,5.6,1
B04,2018,5.75,1
B04,2018,6.25,1
B04,2018,6.4,1
B04,2018,6.45,1
B04,2018,6.5,2
B04,2018,6.6,2
B04,2018,6.65,2
B04,2018,6.7,2
B04,2018,6.8,2
B04,2018,6.95,1
B04,2018,7.0,2
B04,2018,7.05,5
B04,2018,7.1,2
B04,2018,7.15,4
B04,2018,7.2,5
B04,2018,7.25,6
B04,2018,7.3,3
B04,2018,7.35,4
B04,2018,7.4,9
B04,2018,7.45,1
B04,2018,7.5,5
B04,2018,7.55,3
B04,2018,7.6,4
B04,2018,7.65,7
B04,2018,7.7,7
B04,2018,7.75,4
B04,2018,7.8,7
B04,2018,7.85,1
B04,2018,7.9,10
B04,2018,7.95,5
B04,2018,8.0,1
B04,2018,8.05,15
B04,2018,8.1,3
B04,2018,8.15,10
B04,2018,8.2,8
B04,2018,8.25,13
B04,2018,8.3,16
B04,2018,8.35,8
B04,2018,8.4,11
B04,2018,8.45,10
B04,2018,8.5,8
B04,2018,8.55,9
B04,2018,8.6,14
B04,2018,8.65,16
B04,2018,8.7,15
B04,2018,8.75,12
B04,2018,8.8,22
B04,2018,8.85,22
B04,2018,8.9,13
B04,2018,8.95,16
B04,2018,9.0,24
B04,2018,9.05,23
B04,2018,9.1,26
B04,2018,9.15,21
B04,2018,9.2,25
B04,2018,9.25,21
B04,2018,9.3,29
B04,2018,9.35,31
B04,2018,9.4,38
B04,2018,9.45,24
B04,2018,9.5,34
B04,2018,9.55,28
B04,2018,9.6,30
B04,2018,9.65,42
B04,2018,9.7,37
B04,2018,9.75,36
B04,2018,9.8,37
B04,2018,9.85,42
B04,2018,9.9,44
B04,2018,9.95,42
B04,2018,10.0,45
B04,2018,10.05,43
B04,2018,10.1,40
B04,2018,10.15,40
B04,2018,10.2,54
B04,2018,10.25,57
B04,2018,10.3,68
B04,2018,10.35,54
B04,2018,10.4,59
B04,2018,10.45,54
B04,2018,10.5,62
B04,2018,10.55,92
B04,2018,10.6,70
B04,2018,10.65,61
B04,2018,10.7,71
B04,2018,10.75,72
B04,2018,10.8,78
B04,2018,10.85,71
B04,2018,10.9,81
B04,2018,10.95,84
B04,2018,11.0,81
B04,2018,11.05,93
B04,2018,11.1,90
B04,2018,11.15,97
B04,2018,11.2,103
B04,2018,11.25,91
B04,2018,11.3,119
B04,2018,11.35,107
B04,2018,11.4,113
B04,2018,11.45,105
B04,2018,11.5,107
B04,2018,11.55,108
B04,2018,11.6,105
B04,2018,11.65,114
B04,2018,11.7,127
B04,2018,11.75,128
B04,2018,11.8,109
B04,2018,11.85,126
B04,2018,11.9,150
B04,2018,11.95,129
B04,2018,12.0,134
B04,2018,12.05,148
B04,2018,12.1,135
B04,2018,12.15,154
B04,2018,12.2,168
B04,2018,12.25,150
B04,2018,12.3,163
B04,2018,12.35,186
B04,2018,12.4,150
B04,2018,12.45,144
B04,2018,12.5,141
B04,2018,12.55,183
B04,2018,12.6,167
B04,2018,12.65,158
B04,2018,12.7,168
B04,2018,12.75,184
B04,2018,12.8,188
B04,2018,12.85,169
B04,2018,12.9,185
B04,2018,12.95,210
B04,2018,13.0,206
B04,2018,13.05,206
B04,2018,13.1,225
B04,2018,13.15,202
B04,2018,13.2,202
B04,2018,13.25,214
B04,2018,13.3,218
B04,2018,13.35,207
B04,2018,13.4,212
B04,2018,13.45,208
B04,2018,13.5,223
B04,2018,13.55,233
B04,2018,13.6,198
B04,2018,13.65,219
B04,2018,13.7,210
B04,2018,13.75,231
B04,2018,13.8,221
B04,2018,13.85,234
B04,2018,13.9,247
B04,2018,13.95,246
B04,2018,14.0,228
B04,2018,14.05,263
B04,2018,14.1,239
B04,2018,14.15,241
B04,2018,14.2,227
B04,2018,14.25,235
B04,2018,14.3,238
B04,2018,14.35,252
B04,2018,14.4,256
B04,2018,14.45,270
B04,2018,14.5,256
B04,2018,14.55,273
B04,2018,14.6,257
