nam_hoc,mean,median,mode,std,min,max
2018,26.902726463387495,27.55,25.9,6.990442741880275,2.25,53.25
2019,28.014518686296718,29.05,28.6,8.18684217721154,0.0,66.9
2021,33.9740241343127,35.55,40.0,9.560767982401408,3.0,56.6
2022,33.386677768526226,35.1,38.3,9.233039499455101,5.75,53.85
2023,32.866396782841825,34.45,38.25,9.260096278661456,1.75,53.4
2024,35.1913296018587,37.05,38.75,9.015467733030961,5.2,54.15
2025,23.144975859987934,23.25,26.75,4.727961560277523,3.2,46.6
