khoi,nam_hoc,tong_diem,so_hoc_sinh
B08,2018,0.0,422
B08,2018,1.6,3
B08,2018,1.8,1
B08,2018,2.0,12
B08,2018,2.2,11
B08,2018,2.4,21
B08,2018,2.4000000000000004,3
B08,2018,2.5999999999999996,23
B08,2018,2.6,28
B08,2018,2.8,114
B08,2018,2.8000000000000003,9
B08,2018,3.0,207
B08,2018,3.1999999999999997,2
B08,2018,3.2,409
B08,2018,3.4,300
B08,2018,3.4000000000000004,404
B08,2018,3.5999999999999996,186
B08,2018,3.6,874
B08,2018,3.8,1231
B08,2018,3.8000000000000003,547
B08,2018,4.0,2608
B08,2018,4.199999999999999,424
B08,2018,4.2,3194
B08,2018,4.3999999999999995,5
B08,2018,4.4,4870
B08,2018,4.6,6351
B08,2018,4.8,4949
B08,2018,4.800000000000001,2976
B08,2018,5.0,9538
B08,2018,5.199999999999999,3481
B08,2018,5.2,7994
B08,2018,5.3999999999999995,16
B08,2018,5.4,13210
B08,2018,5.6,14567
B08,2018,5.6000000000000005,116
B08,2018,5.8,9723
B08,2018,5.800000000000001,6598
B08,2018,6.0,17866
B08,2018,6.199999999999999,7354
B08,2018,6.2,11700
B08,2018,6.3999999999999995,709
B08,2018,6.4,19515
B08,2018,6.6,19568
B08,2018,6.6000000000000005,1823
B08,2018,6.8,12666
B08,2018,6.800000000000001,9587
B08,2018,7.0,23072
B08,2018,7.199999999999999,8556
B08,2018,7.2,15093
B08,2018,7.3999999999999995,3532
B08,2018,7.4,20466
B08,2018,7.6,20030
B08,2018,7.6000000000000005,4562
B08,2018,7.8,14461
B08,2018,7.800000000000001,10493
B08,2018,8.0,25124
B08,2018,8.2,25293
B08,2018,8.200000000000001,176
B08,2018,8.399999999999999,5121
B08,2018,8.4,20214
B08,2018,8.6,19105
B08,2018,8.600000000000001,5996
B08,2018,8.799999999999999,9
B08,2018,8.8,24679
B08,2018,9.0,23986
B08,2018,9.2,23601
B08,2018,9.200000000000001,28
B08,2018,9.399999999999999,5973
B08,2018,9.4,16633
B08,2018,9.6,15279
B08,2018,9.600000000000001,6660
B08,2018,9.799999999999999,4
B08,2018,9.8,21007
B08,2018,10.0,19965
B08,2018,10.2,18534
B08,2018,10.200000000000001,4
B08,2018,10.399999999999999,5776
B08,2018,10.4,11501
B08,2018,10.6,10422
B08,2018,10.600000000000001,6029
B08,2018,10.799999999999999,43
B08,2018,10.8,15696
B08,2018,11.0,14368
B08,2018,11.2,13252
B08,2018,11.200000000000001,6
B08,2018,11.399999999999999,4863
B08,2018,11.4,7498
B08,2018,11.6,7061
B08,2018,11.600000000000001,4524
B08,2018,11.799999999999999,100
B08,2018,11.8,10738
B08,2018,12.0,10102
B08,2018,12.2,9359
B08,2018,12.200000000000001,8
B08,2018,12.399999999999999,3565
B08,2018,12.4,5172
B08,2018,12.6,4931
B08,2018,12.600000000000001,3167
B08,2018,12.799999999999999,167
B08,2018,12.8,7448
B08,2018,13.0,6847
B08,2018,13.2,6383
B08,2018,13.200000000000001,29
B08,2018,13.399999999999999,2495
B08,2018,13.4,3330
B08,2018,13.6,3452
B08,2018,13.600000000000001,1881
B08,2018,13.799999999999999,260
B08,2018,13.8,4776
B08,2018,14.0,4566
B08,2018,14.2,4190
B08,2018,14.200000000000001,80
B08,2018,14.399999999999999,1931
B08,2018,14.4,2075
B08,2018,14.6,2466
B08,2018,14.600000000000001,1109
B08,2018,14.799999999999999,482
B08,2018,14.8,2735
B08,2018,15.0,2802
B08,2018,15.2,2343
B08,2018,15.200000000000001,212
B08,2018,15.399999999999999,1161
B08,2018,15.4,1117
B08,2018,15.6,1373
B08,2018,15.600000000000001,561
B08,2018,15.799999999999999,419
B08,2018,15.8,1268
B08,2018,16.0,1343
B08,2018,16.2,1017
B08,2018,16.200000000000003,193
B08,2018,16.4,932
