nam_hoc,mean,median,mode,std,min,max
2018,15.377423973345067,15.5,15.5,3.239513936685258,0.75,27.25
2019,16.589364991852587,17.0,18.0,3.216869309669556,1.5,27.5
2020,20.229041393798852,20.5,21.75,2.8744274901016564,4.25,28.5
2021,19.785918495933032,20.0,21.0,2.8719812837767447,5.25,28.0
2022,20.05599880781011,20.25,21.25,2.9900474310164045,5.75,28.75
2023,20.29131681360693,20.5,21.5,2.863028811949513,5.0,28.5
2024,20.654808838618983,21.0,21.75,3.145772734731702,2.75,29.0
2025,20.313426818961446,20.35,22.5,3.425823482909556,5.25,29.25
