khoi,nam_hoc,tong_diem,so_hoc_sinh
C01,2023,5.6,1
C01,2023,5.85,1
C01,2023,6.0,1
C01,2023,6.2,1
C01,2023,6.45,1
C01,2023,6.55,1
C01,2023,6.75,1
C01,2023,7.1,1
C01,2023,7.25,2
C01,2023,7.4,3
C01,2023,7.5,1
C01,2023,7.65,1
C01,2023,7.7,1
C01,2023,7.8,1
C01,2023,8.0,1
C01,2023,8.1,1
C01,2023,8.15,2
C01,2023,8.2,1
C01,2023,8.25,2
C01,2023,8.35,2
C01,2023,8.4,3
C01,2023,8.45,1
C01,2023,8.55,3
C01,2023,8.65,3
C01,2023,8.7,3
C01,2023,8.75,3
C01,2023,8.8,1
C01,2023,8.85,3
C01,2023,8.9,1
C01,2023,8.95,3
C01,2023,9.0,2
C01,2023,9.05,4
C01,2023,9.15,1
C01,2023,9.25,1
C01,2023,9.280000000000001,1
C01,2023,9.3,4
C01,2023,9.35,2
C01,2023,9.4,3
C01,2023,9.45,3
C01,2023,9.5,5
C01,2023,9.55,1
C01,2023,9.6,3
C01,2023,9.65,2
C01,2023,9.7,4
C01,2023,9.75,6
C01,2023,9.8,4
C01,2023,9.83,1
C01,2023,9.85,6
C01,2023,9.9,4
C01,2023,9.95,7
C01,2023,10.0,6
C01,2023,10.05,6
C01,2023,10.1,8
C01,2023,10.15,8
C01,2023,10.17,1
C01,2023,10.2,6
C01,2023,10.25,8
C01,2023,10.3,8
C01,2023,10.35,3
C01,2023,10.4,8
C01,2023,10.45,8
C01,2023,10.5,11
C01,2023,10.55,2
C01,2023,10.6,7
C01,2023,10.65,3
C01,2023,10.7,8
C01,2023,10.75,10
C01,2023,10.8,8
C01,2023,10.85,11
C01,2023,10.9,9
C01,2023,10.95,12
C01,2023,11.0,13
C01,2023,11.05,12
C01,2023,11.1,17
C01,2023,11.15,11
C01,2023,11.2,18
C01,2023,11.25,18
C01,2023,11.3,12
C01,2023,11.35,13
C01,2023,11.4,18
C01,2023,11.45,10
C01,2023,11.5,16
C01,2023,11.55,15
C01,2023,11.6,11
