nam_hoc,mean,median,mode,std,min,max
2023,36.766508210337996,38.1,36.55,7.592756606562473,3.8,54.05
2024,38.25149295432459,39.55,40.45,7.378429932968142,6.75,55.5
2025,23.74085063062044,23.85,25.5,4.281423934317402,3.75,49.150000000000006
