nam_hoc,mean,median,mode,std,min,max
2018,25.223134561348736,26.4,26.25,7.47498024808397,5.65,54.7
2019,28.85010829207921,30.25,33.85,7.852045795201827,5.4,55.45
2021,34.72170362054448,36.15,35.1,8.341560817849627,6.0,54.1
2022,33.6149235390497,34.925,34.6,7.841932195199626,8.25,52.1
2023,34.78965472142297,35.6,38.35,7.394545530056854,6.4,52.849999999999994
2024,35.294281279847176,36.2,33.65,7.388274354062239,7.25,53.9
2025,22.608667573079536,22.7,26.5,4.534685278205925,8.5,37.15
