nam_hoc,mean,median,mode,std,min,max
2018,29.588944187699965,29.700000000000003,30.4,7.560220073597955,0.0,62.9
2019,31.470367762714403,31.8,30.0,7.342251073311369,1.5,65.65
2021,36.80404146028252,37.95,38.05,7.977959613302172,6.2,56.3
2022,36.257842830102476,37.55,40.3,7.580620505327523,1.0,53.9
2023,36.4702394826151,37.8,38.7,7.546983940955615,0.0,53.85
2024,38.01277027455456,39.2,40.85,7.258775441124607,0.0,55.2
2025,23.907086369014262,24.0,24.0,3.923192630269245,0.25,42.2
