nam_hoc,mean,median,mode,std,min,max
2018,28.85454630277583,29.65,30.35,7.291321719728451,0.0,64.6
2019,32.193403381260865,33.2,32.25,7.587977644515852,2.2,57.75
2021,37.34668168693674,39.05,41.2,8.800760863425905,2.0,56.55
2022,37.183502109704634,38.65,38.6,8.237490574462868,0.5,55.85
2023,37.701945544076466,39.15,38.1,8.209583807149484,2.6,55.8
2024,39.24056908768822,41.05,42.55,8.416944885834738,0.0,57.05
2025,25.165130136136057,25.35,28.0,4.673951281433976,4.55,50.05
