mean,median,std,%>=5,%>=8
6.2505574696548525,6.6,1.6333359071731997,78.36,15.16
6.447309281732341,6.8,1.556900187366037,82.51,18.97
4.799712154820967,4.6,1.6885494578622395,43.94,5.67
