mean,median,std,pct_ge15,pct_ge24
15.040305540776776,14.9,3.4891235541655625,49.39,0.62
17.38302742596358,17.45,3.78862602244672,74.33,3.9
20.04504810522864,20.2,3.3088383031263917,93.02,11.65
21.08687872509145,21.35,3.4574871225240327,94.95,22.77
20.29087290654912,20.4,3.339589421960319,93.62,14.01
20.275288437739967,20.45,3.339521345144512,93.33,14.02
20.47379298946813,20.75,3.3504730991136187,93.55,15.48
18.878852481031355,18.85,3.627548164697472,85.29,9.23
