mean,median,std,pct_ge15,pct_ge24
15.235142099310217,15.35,3.088298967081974,55.1,0.07
17.056340810371196,17.4,3.2660623968241453,76.01,0.59
20.341615269298917,20.65,2.756030010594745,95.77,6.88
19.89408904070845,20.15,2.768391470463095,94.95,5.28
19.39957732955116,19.6,2.8529344781957686,92.85,4.1
20.426486491514176,20.7,2.725684442820527,96.36,7.72
20.510197733379243,20.9,2.861234577979325,95.7,9.22
15.815565872459706,15.5,3.3405733686660257,56.66,1.24
