mean,median,std,pct_ge15,pct_ge24
15.55642912756307,15.65,3.691077908787331,57.5,0.82
17.728309333301322,18.15,3.84765183383476,77.74,3.23
21.44705787428069,21.9,3.342537943175972,95.57,23.66
20.99910134535252,21.4,3.198005271350804,95.25,17.45
21.095522023770904,21.45,3.237838997873442,95.46,19.02
20.774499389387,21.15,3.0940931156371345,95.29,13.94
20.90463336242001,21.3,3.3803535841126573,94.33,19.01
19.384367577825184,19.25,4.3373499507040645,82.98,17.58
