nam_hoc,mean,median,mode,std,min,max
2023,33.20154661197983,33.95,36.75,7.908107619777882,6.0,53.5
2024,34.94211856325493,36.15,34.15,8.101516457059486,4.0,54.5
2025,21.990074057450627,21.85,22.1,4.601621079325531,3.75,42.85
