nam_hoc,mean,median,mode,std,min,max
2023,8.285804542206943,8.5,9.0,1.1376376545904519,0.0,10.0
2024,8.156503326713604,8.25,8.75,1.0426443087584012,0.0,10.0
2025,7.691508582834331,7.75,8.25,1.1874754381398724,0.0,10.0
