nam_hoc,mean,median,mode,std,min,max
2018,27.835469514908766,28.5,29.25,6.83386315183957,2.2,54.05
2019,30.176636458416873,30.95,33.5,7.035475855345808,2.4,61.95
2021,35.64268175182482,36.9,40.0,8.377005496424042,2.2,54.7
2022,34.90185213627478,36.05,37.25,7.825089098965335,1.25,53.849999999999994
2023,35.71626866708342,37.15,38.25,8.102341491573165,3.2,54.45
2024,37.57738476887264,39.2,40.3,7.885924727300551,2.4,55.0
2025,23.692661888917332,23.85,25.0,4.223863500973838,1.5,43.0
