nam_hoc,mean,median,mode,std,min,max
2023,34.73767235966344,36.7,39.95,9.575755195353633,4.5,54.650000000000006
2024,37.119989914836395,39.25,44.5,9.37490000349557,4.8,56.35
2025,24.57396934594567,24.950000000000003,26.5,4.928431207556368,1.25,45.95
