khoi,nam_hoc,tong_diem,so_hoc_sinh
Y10,2025,13.95,1
Y10,2025,14.45,1
Y10,2025,14.7,1
Y10,2025,14.75,1
Y10,2025,14.799999999999999,1
Y10,2025,14.95,2
Y10,2025,15.0,1
Y10,2025,15.35,1
Y10,2025,15.75,1
Y10,2025,15.85,2
Y10,2025,15.95,1
Y10,2025,16.1,1
Y10,2025,16.2,1
Y10,2025,16.3,1
Y10,2025,16.35,1
Y10,2025,16.45,1
Y10,2025,16.6,3
Y10,2025,16.7,1
Y10,2025,16.85,2
Y10,2025,17.0,1
Y10,2025,17.1,1
Y10,2025,17.5,3
Y10,2025,17.75,1
Y10,2025,18.1,1
Y10,2025,18.2,1
Y10,2025,18.35,1
Y10,2025,18.6,1
Y10,2025,18.75,1
Y10,2025,19.0,1
Y10,2025,19.35,1
Y10,2025,19.45,2
Y10,2025,19.6,1
Y10,2025,20.25,2
Y10,2025,20.35,1
Y10,2025,21.25,1
Y10,2025,21.75,1
Y10,2025,23.1,1
Y10,2025,23.6,1
Y10,2025,24.0,1
