nam_hoc,mean,median,mode,std,min,max
2018,27.841177387914232,28.4,0.0,7.804423616159096,0.0,59.7
2019,30.31845686973674,31.15,33.8,7.999747741720558,0.2,66.6
2021,35.585468178230606,36.4,35.95,8.064877728004433,2.6,55.35
2022,35.37369804618117,36.05,35.35,7.551430070356317,3.0,55.4
2023,35.27254137674796,35.85,40.9,7.779403562881727,4.2,54.55
2024,36.6280060522334,37.35,35.25,7.646898915072161,4.0,56.4
2025,23.291412814475155,23.35,25.5,4.794662301880129,1.8,42.8
