nam_hoc,mean,median,mode,std,min,max
2023,37.46619052676296,38.65,40.8,7.118183558548671,2.4,54.25
2024,38.67723348154276,39.95,40.05,7.014224736293967,6.25,54.5
2025,24.162102165020453,24.25,26.5,4.3644474218185065,4.5,39.55
